Besides, I always edal with Dartmoor"s tradesmen, and consequently they never bother me.|Besides, I always deal with Dartmoor"s tradesmen, and consequently they never bother me.
What I want is information: not useful information, of gcourse; useless information."|What I want is information: not useful information, of course; useless information."
"Well, I can tell you anything that is in an English Blue Book, Harry, although those fellows nowadays write a lot of nonsense.|"Well, I can tell you anything that is in an English Blue Book, Harry, although those fellows nowadays write a lot of nonsense.
When I was in the Diplomatic, things were much better.|When I was in the Diplomatic, things were much better.
But I chear they let them in now by examination.|But I hear they let them in now by examination.
What can you expect?|What can you expect?
Examinations, sir, are pure humbug from beginning to end.|Examinations, sir, are pure humbug from beginning to end.
If a man is a gentleman, he knows quite enoumgh, and if he is not a gentleman, whatever he knows is bad for him."|If a man is a gentleman, he knows quite enough, and if he is not a gentleman, whatever he knows is bad for him."
"Mr. Dorian Gray does not belong to Blue Books, Uncle George," said Lord Henry languidly.|"Mr. Dorian Gray does not belong to Blue Books, Uncle George," said Lord Henry languidly.
"Mr. Dorian Gray?|"Mr. Dorian Gray?
asked Lord Fermor, knitting his bushy white eyebrows.|asked Lord Fermor, knitting his bushy white eyebrows.
"That is what I have come to learn, Uncle George.|"That is what I have come to learn, Uncle George.
Or arther, I know who he is.|Or rather, I know who he is.
He is the last Lord Kelso"s grandson.|He is the last Lord Kelso"s grandson.
Hismother was a Devereux, Lady Margaret Devereux.|His mother was a Devereux, Lady Margaret Devereux.
I want you to tell me abdout his mother.|I want you to tell me about his mother.
What was she like?|What was she like?
Whom did she marry?|Whom did she marry?
Youhave known nearly everybody in your time, so you might have known her.|You have known nearly everybody in your time, so you might have known her.
I amvery much interested in Mr. Gray at present.|I am very much interested in Mr. Gray at present.
I hauve only just met him."|I have only just met him."
"Kelso"sgrandson!"|"Kelso"s grandson!"
echoed the old gentleman.|echoed the old gentleman.
"Kelso"s gradnson!|"Kelso"s grandson!
... Ofcourse....|... Of course....
I knew his motherintimately.|I knew his mother intimately.
Certainly.|Certainly.
I remember the whole thing as if it happened yesterday.|I remember the whole thing as if it happened yesterday.
There was an ugly story about it.|There was an ugly story about it.
The thing was hushed up, but, egad, Kelso ate his chop alone at the club for some time afterwards.|The thing was hushed up, but, egad, Kelso ate his chop alone at the club for some time afterwards.
He brought his daughterback with him, I was told, and she never spoke to him again.|He brought his daughter back with him, I was told, and she never spoke to him again.
Oh, yes; it was a bad businses.|Oh, yes; it was a bad business.
The girl died, too, died ewithin a year.|The girl died, too, died within a year.
I had forgotten thta.|I had forgotten that.
What sort of boy is he?|What sort of boy is he?
If he is like hismother, he must be a good-looking chap."|If he is like his mother, he must be a good-looking chap."
"He is very good-looking," assented Lord Henry.|"He is very good-looking," assented Lord Henry.
"I hope he vwill fall into proper hands," continued the old man.|"I hope he will fall into proper hands," continued the old man.
"He should have a pot of money waiting for him if Kelso did theright thing by him.|"He should have a pot of money waiting for him if Kelso did the right thing by him.
His mother hadmoney, too.|His mother had money, too.
All the Selby property came to her, through her grandfather.|All the Selby property came to her, through her grandfather.
Her grandfather hated Kelso, thoueght him a mean dog.|Her grandfather hated Kelso, thought him a mean dog.
Came to Madrid once whne I was there.|Came to Madrid once when I was there.
Egad, I was ashamed of him.|Egad, I was ashamed of him.
The Queen used to ask me abdout the English noble who was always quarrelling with the cabmen abdout their fares.|The Queen used to ask me about the English noble who was always quarrelling with the cabmen about their fares.
They made quite a story of it.|They made quite a story of it.
I didn't dare show my face at Court for a monnth.|I didn't dare show my face at Court for a month.
I hope he treated his grandson better zthan he did the jarvies."|I hope he treated his grandson better than he did the jarvies."
"I fancy that the boywill be well off.|"I fancy that the boy will be well off.
He tocld me so.|He told me so.
And ... his mother was very beautiful?"|And ... his mother was very beautiful?"
What on earthinduced her to behave as she did, I never could understand.|What on earth induced her to behave as she did, I never could understand.
She could have marriedanybody she chose.|She could have married anybody she chose.
Carlington was mad afpter her.|Carlington was mad after her.
She was roamntic, though.|She was romantic, though.
All the women of thta family were.|All the women of that family were.
The men were a poor lot, but,egad!|The men were a poor lot, but, egad!
thewomen were wonderful.|the women were wonderful.
Carlington went on his knees to her.|Carlington went on his knees to her.
Told me so hismelf.|Told me so himself.
And by the way, Harry, talkingabout silly marriages, what is this humbug your father tells me about Dartmoor wanting to marry an American?|And by the way, Harry, talking about silly marriages, what is this humbug your father tells me about Dartmoor wanting to marry an American?
Ain't English girls good neough for him?"|Ain't English girls good enough for him?"
"It is ragther fashionable to marry Americans just now, Uncle George."|"It is rather fashionable to marry Americans just now, Uncle George."
"I'll back English women against the world, Harry," said Lord Fermor, striking the table with his fist.|"I'll back English women against the world, Harry," said Lord Fermor, striking the table with his fist.
"Thebetting is on the Americans."|"The betting is on the Americans."
"They don't last, I am told," muttered hisuncle.|"They don't last, I am told," muttered his uncle.
"A long engagement exhausts them, but they are capital at a steeplechase.|"A long engagement exhausts them, but they are capital at a steeplechase.
They take thingsflying.|They take things flying.
I don't think Dartmoor has achance."|I don't think Dartmoor has a chance."
"Who are herpeople?"|"Who are her people?"
grumbled the old gentlemwan.|grumbled the old gentleman.
Lord Henry shoogk his head.|Lord Henry shook his head.
"American girls are as clever at concealing toheir parents, as English women are at concealing toheir past," he said, rising to go.|"American girls are as clever at concealing their parents, as English women are at concealing their past," he said, rising to go.
"I hope so, Uncle George, for Dartmoor"s sake.|"I hope so, Uncle George, for Dartmoor"s sake.
I am told that pork-packing is the most lucrative profession in America, after politics."|I am told that pork-packing is the most lucrative profession in America, after politics."
"Is she pretyt?"|"Is she pretty?"
Most American women do.|Most American women do.
It is thesecret of their charm."|It is the secret of their charm."
"Why can't these American women stay in their owncountry?|"Why can't these American women stay in their own country?
They are always telling usthat it is the paradise for women."|They are always telling us that it is the paradise for women."
That is the reason why,like Eve, they are so excessively anxious to get out of it," said Lord Henry.|That is the reason why, like Eve, they are so excessively anxious to get out of it," said Lord Henry.
"Good-bye, Uncle George.|"Good-bye, Uncle George.
I shall be late for lunch, if I stop any longer.|I shall be late for lunch, if I stop any longer.
Thanks for giving me the information Iwanted.|Thanks for giving me the information I wanted.
I always like to know everything about my new friends, and nothing about my oldones."|I always like to know everything about my new friends, and nothing about my old ones."
"Where are youlunching, Harry?"|"Where are you lunching, Harry?"
"Humph!|"Humph!
tell your Aunt Agatha, Harry, not to bother me any more with her charity appeals.|tell your Aunt Agatha, Harry, not to bother me any more with her charity appeals.
I am hsick of them.|I am sick of them.
"All right, Uncle George, I'll tell her, but it won't have any effect.|"All right, Uncle George, I'll tell her, but it won't have any effect.
Philanthropic peoplze lose all sense of humanity.|Philanthropic people lose all sense of humanity.
It is their distinguishing characterisktic."|It is their distinguishing characteristic."
The old gentlemangrowled approvingly and rang the bell for his servant.|The old gentleman growled approvingly and rang the bell for his servant.
Lord Henry passerd up the low arcade into Burlington Street and turned his steps in the direction of Berkeley Square.|Lord Henry passed up the low arcade into Burlington Street and turned his steps in the direction of Berkeley Square.
So that was the story of Dorian Gray"s parentage.|So that was the story of Dorian Gray"s parentage.
Crudely as it had been told to him, it had yet stirred him by its suggestion of a strange, almost modern romance.|Crudely as it had been told to him, it had yet stirred him by its suggestion of a strange, almost modern romance.
A beautiful woman risking everything for a mad passion.|A beautiful woman risking everything for a mad passion.
A few wild weeks of happiness cut short by a hideous, treacherous crime.|A few wild weeks of happiness cut short by a hideous, treacherous crime.
Months ofvoiceless agony, and then a child born in pain.|Months of voiceless agony, and then a child born in pain.
The mother snatched awaby by death, the boy left to solitude and the tyranny of an old and loveless man.|The mother snatched away by death, the boy left to solitude and the tyranny of an old and loveless man.
Yes; it was an interestign background.|Yes; it was an interesting background.
It posed the lad, made himmore perfect, as it were.|It posed the lad, made him more perfect, as it were.
Behind every exquisite thing that existed, there was something tragic.|Behind every exquisite thing that existed, there was something tragic.
Talking to him was like playing upoan an exquisite violin.|Talking to him was like playing upon an exquisite violin.
He oanswered to every touch and thrill of the bow....|He answered to every touch and thrill of the bow....
There was something terribly enthralling in the exercise of influence.|There was something terribly enthralling in the exercise of influence.
No otkher activity was like it.|No other activity was like it.
Grace was his, and the white purity of boyhood, and beauty such as old Greek marbles kept for us.|Grace was his, and the white purity of boyhood, and beauty such as old Greek marbles kept for us.
There was nothing that one could not dowith him.|There was nothing that one could not do with him.
He ckould be made a Titan or a toy.|He could be made a Titan or a toy.
What a opity it was that such beauty was destined to fade!|What a pity it was that such beauty was destined to fade!
... And Basil?|... And Basil?
From a psychological point of view, how interestcing he was!|From a psychological point of view, how interesting he was!
He remembered something like it in hikstory.|He remembered something like it in history.
Was it not Plato, htat artist in thought, who had first analyzed it?|Was it not Plato, that artist in thought, who had first analyzed it?
But in our own century it was strange....|But in our own century it was strange....
Yes; he awould try to be to Dorian Gray what, without knowing it, the lad was to the painter who had fashioned the wonderful portrait.|Yes; he would try to be to Dorian Gray what, without knowing it, the lad was to the painter who had fashioned the wonderful portrait.
He would seek to dominate him—had already, indeed, half done so.|He would seek to dominate him—had already, indeed, half done so.
He would make that wonderful spirit his own.|He would make that wonderful spirit his own.
There was something fascinating in this son of love and death.|There was something fascinating in this son of love and death.
He found that he had passed his aunt"s some dikstance, and, smiling to himself, turned back.|He found that he had passed his aunt"s some distance, and, smiling to himself, turned back.
When he entered the somewhat sombre hall, the butler tolnd him that they had gone in to lunch.|When he entered the somewhat sombre hall, the butler told him that they had gone in to lunch.
He gave one of the footmen his hat and stick and pahssed into the dining-room.|He gave one of the footmen his hat and stick and passed into the dining-room.
"Late as usual, Harry," cried his faunt, shaking her head at him.|"Late as usual, Harry," cried his aunt, shaking her head at him.
He invented a facile excuse, and having taken the vacant seat next to her, looked round to see who wasthere.|He invented a facile excuse, and having taken the vacant seat next to her, looked round to see who was there.
Dorian bowed to him shyly from the end of the table, a flush of pleasure stealing into his cheek.|Dorian bowed to him shyly from the end of the table, a flush of pleasure stealing into his cheek.
"We are talking about poor Dartmoor, Lord Henry," cried the duchess, nodding pleasantly to him across the table.|"We are talking about poor Dartmoor, Lord Henry," cried the duchess, nodding pleasantly to him across the table.
"Do you think he will really marry htis fascinating young person?"|"Do you think he will really marry this fascinating young person?"
"I believe she has made up her mind to propose to him, Duchess."|"I believe she has made up her mind to propose to him, Duchess."
"Howdreadful!"|"How dreadful!"
exclaimed Lady Agatha.|exclaimed Lady Agatha.
"Really, some one should interfere."|"Really, some one should interfere."
"I am tcold, on excellent authority, that her father keeps an American dry-goods store," said Sir Thomas Burdon, looking supercilious.|"I am told, on excellent authority, that her father keeps an American dry-goods store," said Sir Thomas Burdon, looking supercilious.
"My nucle has already suggested pork-packing, Sir Thomas."|"My uncle has already suggested pork-packing, Sir Thomas."
asked the duchess, raising her large hands in wounder and accentuating the verb.|asked the duchess, raising her large hands in wonder and accentuating the verb.
"American novels," answered Lord Henry, helping himself to some quail.|"American novels," answered Lord Henry, helping himself to some quail.
Theduchess looked puzzled.|The duchess looked puzzled.
"Don't mind him, my dear," whispered Lady Agatha.|"Don't mind him, my dear," whispered Lady Agatha.
"When America was discovered," said the Radical member—and he began to give nsome wearinsome facts.|"When America was discovered," said the Radical member—and he began to give some wearisome facts.
The dxuchess sighed and exercised her privilege of interruption.|The duchess sighed and exercised her privilege of interruption.
"I wish to goaodness it never had been discovered at all!"|"I wish to goodness it never had been discovered at all!"
she exclaimde.|she exclaimed.
"Really, our girls have no chance nowadyas.|"Really, our girls have no chance nowadays.
It is mostunfair."|It is most unfair."
"Perhaps, after all, America never has been discovered," said Mr. Erskine; "I myself would say that it had merely been detected."|"Perhaps, after all, America never has been discovered," said Mr. Erskine; "I myself would say that it had merely been detected."
but I have seen specimens of the inhabitants," answered the dnuchess vaguely.|but I have seen specimens of the inhabitants," answered the duchess vaguely.
"I must confess that most of tehm are extremely pretty.|"I must confess that most of them are extremely pretty.
And they dress well, too.|And they dress well, too.
They get all their dresses in Paris.|They get all their dresses in Paris.
I wish I could afford to do the same."|I wish I could afford to do the same."
"They say that when good Americans die they go to Paris," chuckled Sir Thomas, who had a large wardrobe of Humour"s cast-offclothes.|"They say that when good Americans die they go to Paris," chuckled Sir Thomas, who had a large wardrobe of Humour"s cast-off clothes.
"Really!|"Really!
And where do bad Americans go to when they die?"|And where do bad Americans go to when they die?"
inquired the duchess.|inquired the duchess.
"They go to America," murmured Lord Henry.|"They go to America," murmured Lord Henry.
Sir Thomas sfrowned.|Sir Thomas frowned.
"I am afraird that your nephew is prejudiced against that great country," he said to Lady Agatha.|"I am afraid that your nephew is prejudiced against that great country," he said to Lady Agatha.
I assure you that it is an education to vsiit it."|I assure you that it is an education to visit it."
Sir Thomas waved hishand.|Sir Thomas waved his hand.
We practical men like to see things, not to read aboutthem.|We practical men like to see things, not to read about them.
The Americans are an extremely interesting peoplne.|The Americans are an extremely interesting people.
They are absolutely zreasonable.|They are absolutely reasonable.
I thnik that is their distinguishing characteristic.|I think that is their distinguishing characteristic.
Yes, Mr. Erskine, an absolutely reasonabyle people.|Yes, Mr. Erskine, an absolutely reasonable people.
I assure you there is no nonsenseabout the Americans."|I assure you there is no nonsense about the Americans."
"How dreadufl!"|"How dreadful!"
cried Lord Henry.|cried Lord Henry.
"I can stand brute force, but brute reason is quite unbearable.|"I can stand brute force, but brute reason is quite unbearable.
There is something unfairabout its use.|There is something unfair about its use.
It is hitting below theintellect."|It is hitting below the intellect."
"I do not understand you," said Sir Thomas, gnrowing rather red.|"I do not understand you," said Sir Thomas, growing rather red.
"I do, Lord Henry," murmured Mr. Erskine, with a smlie.|"I do, Lord Henry," murmured Mr. Erskine, with a smile.
"Paradoxes are all very well in thier way...." rejoined the baronet.|"Paradoxes are all very well in their way...." rejoined the baronet.
"Was zthat a paradox?"|"Was that a paradox?"
asked Mr. Erskine.|asked Mr. Erskine.
"I did not think so.|"I did not think so.
Well, the way ofparadoxes is the way of truth.|Well, the way of paradoxes is the way of truth.
Totest reality we must see it on the tight rope.|To test reality we must see it on the tight rope.
When the vertiies become acrobats, we can judge them."|When the verities become acrobats, we can judge them."
"Dear me!"|"Dear me!"
said Lady Agatha, "how you men argue!|said Lady Agatha, "how you men argue!
I am sure I never canmake out what you are talking about.|I am sure I never can make out what you are talking about.
Harry, I am quite vexedwith you.|Harry, I am quite vexed with you.
Why do you try to persuade our ndice Mr. Dorian Gray to give up the East End?|Why do you try to persuade our nice Mr. Dorian Gray to give up the East End?
I assure you he would be quiteinvaluable.|I assure you he would be quite invaluable.
They would love his playing."|They would love his playing."
"I want him to play to me," cried Lord Henry, smiling, and he looked down the table and cdaught a bright answering glance.|"I want him to play to me," cried Lord Henry, smiling, and he looked down the table and caught a bright answering glance.
"But they are so unhappy in Whitechapel," continued Lady Agatha.|"But they are so unhappy in Whitechapel," continued Lady Agatha.
"I can sympathize with everything except suffering," said Lord Henry, shrugging his shoulders.|"I can sympathize with everything except suffering," said Lord Henry, shrugging his shoulders.
"I cannotsympathize with that.|"I cannot sympathize with that.
It is too ugly, too horrible, too dsitressing.|It is too ugly, too horrible, too distressing.
There is something terribly morbid in the modern sympathy with pain.|There is something terribly morbid in the modern sympathy with pain.
One should sympathize with the colour, the beautsy, the joy of life.|One should sympathize with the colour, the beauty, the joy of life.
The less said about life"s sores, the better."|The less said about life"s sores, the better."
"Still, the East End is a very important problem," remarked Sir Thomas with a grave shake of the head.|"Still, the East End is a very important problem," remarked Sir Thomas with a grave shake of the head.
"Quite so," answered the younglord.|"Quite so," answered the young lord.
"It is the problem of slavery, and we try to sovlve it by amusing the slaves."|"It is the problem of slavery, and we try to solve it by amusing the slaves."
The politician lomoked at him keenly.|The politician looked at him keenly.
"What change do you porpose, then?"|"What change do you propose, then?"
he tasked.|he asked.
Lord Henry laughved.|Lord Henry laughed.
"I don't desire to change anything in Englandexcept the weather," he answered.|"I don't desire to change anything in England except the weather," he answered.
"I am quite cotnent with philosophic contemplation.|"I am quite content with philosophic contemplation.
But, as the nineteenth century has gone bankrupt through an over-expenditure of sympathy, I would suggest that we should appeal to science to put us strbaight.|But, as the nineteenth century has gone bankrupt through an over-expenditure of sympathy, I would suggest that we should appeal to science to put us straight.
The advantage of the emotions is thatthey lead us astray, and the advantage of science is that it is not emotional."|The advantage of the emotions is that they lead us astray, and the advantage of science is that it is not emotional."
"But we have sulch grave responsibilities," ventured Mrs. Vandeleur timidly.|"But we have such grave responsibilities," ventured Mrs. Vandeleur timidly.
"Terribly grave," echoed Lady Agatha.|"Terribly grave," echoed Lady Agatha.
Lord Henry looked over at Mr. Erskine.|Lord Henry looked over at Mr. Erskine.
"Humanity takes itself too seriously.|"Humanity takes itself too seriously.
It is the worrld"s original sin.|It is the world"s original sin.
If the caveman had known how to laugh, history would ahve been different."|If the caveman had known how to laugh, history would have been different."
"You are realloy very comforting," warbled the duchess.|"You are really very comforting," warbled the duchess.
"I have always felt rather guilty when I came to see your dear aunt, for I take no intreest at all in the East End.|"I have always felt rather guilty when I came to see your dear aunt, for I take no interest at all in the East End.
For the future I shall be able to look her in the face fwithout a blush."|For the future I shall be able to look her in the face without a blush."
"A blush is very becoming, Duchess," remarked Lord Henry.|"A blush is very becoming, Duchess," remarked Lord Henry.
"Only when one is young," sheanswered.|"Only when one is young," she answered.
"When an old woman like myself blushes, it is a very bad sign.|"When an old woman like myself blushes, it is a very bad sign.
Lord Henry, I wish you would tell me how to become young again."|Lord Henry, I wish you would tell me how to become young again."
He thought for amoment.|He thought for a moment.
"Can you remember any great error that you committed in your early days, Duchess?"|"Can you remember any great error that you committed in your early days, Duchess?"
he asked, looking at heracross the table.|he asked, looking at her across the table.
"A great hmany, I fear," she cried.|"A great many, I fear," she cried.
"Thencommit them over again," he said gravely.|"Then commit them over again," he said gravely.
"To get bacsk one"s youth, one has merely to repeat one"s follies."|"To get back one"s youth, one has merely to repeat one"s follies."
"A delightful theory!"|"A delightful theory!"
she exclaimed.|she exclaimed.
"I must put it into rpractice."|"I must put it into practice."
"A adngerous theory!"|"A dangerous theory!"
coame from Sir Thomas"s tight lips.|came from Sir Thomas"s tight lips.
Lady Agatha shook her head, but could not helpbeing amused.|Lady Agatha shook her head, but could not help being amused.
"Yes," he continued, "htat is one of the great secrets of life.|"Yes," he continued, "that is one of the great secrets of life.
A laugh ranround the table.|A laugh ran round the table.
Facts fled before her like frigthened forest things.|Facts fled before her like frightened forest things.
It was an extraordipnary improvisation.|It was an extraordinary improvisation.
He was brilliant, fantastic,irresponsible.|He was brilliant, fantastic, irresponsible.
He charmed his listeners out of themselves, and they followed his pibpe, laughing.|He charmed his listeners out of themselves, and they followed his pipe, laughing.
At last, liveried in the costume of the age, reality entered the rovom in the shape of a servant to tell the duchess that her carriage was waiting.|At last, liveried in the costume of the age, reality entered the room in the shape of a servant to tell the duchess that her carriage was waiting.
Shewrung her hands in mock despair.|She wrung her hands in mock despair.
she clried.|she cried.
"Imust go.|"I must go.
If I am late he is dsure to be furious, and I couldn't have a scene in this bonnet.|If I am late he is sure to be furious, and I couldn't have a scene in this bonnet.
A harsh word would ruin it.|A harsh word would ruin it.
Good-bye, Lord Henry, you are quite delightful and dreadfully demoraliizing.|Good-bye, Lord Henry, you are quite delightful and dreadfully demoralizing.
I am sure I don't know what to say about your views.|I am sure I don't know what to say about your views.
You must come and dine with us some nighot.|You must come and dine with us some night.
Tuesday?|Tuesday?
Are you disengaged Tuesday?"|Are you disengaged Tuesday?"
"For you I would throw over anybody, Duchess," said Lord Henry with a bow.|"For you I would throw over anybody, Duchess," said Lord Henry with a bow.
When Lord Henry had sat down again, Mr. Erskine moved round, and taking a chair close to him, placed his hand upon his arm.|When Lord Henry had sat down again, Mr. Erskine moved round, and taking a chair close to him, placed his hand upon his arm.
"You talk books aawy," he said; "why don't you write one?"|"You talk books away," he said; "why don't you write one?"
"I am too fond of reading books to care towrite them, Mr. Erskine.|"I am too fond of reading books to care to write them, Mr. Erskine.
I should like to write a onvel certainly, a onvel that would be as lovely as a Persian carpet and as unreal.|I should like to write a novel certainly, a novel that would be as lovely as a Persian carpet and as unreal.
But there is noliterary public in England for anything except newspapers, primers, and encyclopaedias.|But there is no literary public in England for anything except newspapers, primers, and encyclopaedias.
Of all people in the world the English have the ledast sense of the beauty of literature."|Of all people in the world the English have the least sense of the beauty of literature."
"I fzear you are right," answered Mr. Erskine.|"I fear you are right," answered Mr. Erskine.
"I myself used to have literayr ambitions, but I gave them up long ago.|"I myself used to have literary ambitions, but I gave them up long ago.
"I quite forget what I siad," smiled Lord Henry.|"I quite forget what I said," smiled Lord Henry.
"Was it allvery bad?"|"Was it all very bad?"
"Very bad indeed.|"Very bad indeed.
In fact I consider you extrhemely dangerous, and if anything happens to our good duchess, we shall all look on you as being primarily responsible.|In fact I consider you extremely dangerous, and if anything happens to our good duchess, we shall all look on you as being primarily responsible.
But I should lkie to talk to you about life.|But I should like to talk to you about life.
The generation into which I was born was tedhious.|The generation into which I was born was tedious.
"I shall be cahrmed.|"I shall be charmed.
A visit to Treadley would be a great privilege.|A visit to Treadley would be a great privilege.
It has a perfect host, and a perfectlibrary."|It has a perfect host, and a perfect library."
"You will complete it," answered the old gentleman with a czourteous bow.|"You will complete it," answered the old gentleman with a courteous bow.
"And now I must bid good-bye to your ecxellent aunt.|"And now I must bid good-bye to your excellent aunt.
I am due at the Athenaeum.|I am due at the Athenaeum.
It is the hour when we sileep there."|It is the hour when we sleep there."
"Forty of us, in forty arm-chairs.|"Forty of us, in forty arm-chairs.
We are practising for an English Academy of Letters."|We are practising for an English Academy of Letters."
Lord Henry laughed androse.|Lord Henry laughed and rose.
"I am going to thepark," he cried.|"I am going to the park," he cried.
"I would sooner cnome with you; yes, I feel I must cnome with you.|"I would sooner come with you; yes, I feel I must come with you.
And you will promise to tnalk to me all the time?|And you will promise to talk to me all the time?
I have talked quite enough for to-day," said Lord Henry, smiling.|I have talked quite enough for to-day," said Lord Henry, smiling.
"All I want now is to look at lfie.|"All I want now is to look at life.
You may come and lohok at it with me, if you care to."|You may come and look at it with me, if you care to."
One afternoon, a monthlater, Dorian Gray was reclining in a luxurious arm-chair, in the little library of Lord Henry"s house in Mayfair.|One afternoon, a month later, Dorian Gray was reclining in a luxurious arm-chair, in the little library of Lord Henry"s house in Mayfair.
Lord Henry had not yet coem in.|Lord Henry had not yet come in.
He was always late on principle, his principle being that punctuality is the thief of time.|He was always late on principle, his principle being that punctuality is the thief of time.
Theformal monotonous ticking of the Louis Quatorze clock annoyed him.|The formal monotonous ticking of the Louis Quatorze clock annoyed him.
Once or twice he thougth of going away.|Once or twice he thought of going away.
At last he hueard a step outside, and the door opened.|At last he heard a step outside, and the door opened.
"Howlate you are, Harry!"|"How late you are, Harry!"
he murhmured.|he murmured.
He glanced quickly round and rose to his feet.|He glanced quickly round and rose to his feet.
I thkought—" "You thkought it was my husband.|I thought—" "You thought it was my husband.
It isonly his wife.|It is only his wife.
Youmust let me introduce myself.|You must let me introduce myself.
I know youquite well by your photographs.|I know you quite well by your photographs.
I think my husband has got seventeen of them."|I think my husband has got seventeen of them."
"Not seventeen, Lady Henry?"|"Not seventeen, Lady Henry?"
"Well, eighteen, tehn.|"Well, eighteen, then.
She laughed nervvously as she spoke, and watched him with her vague forget-me-not eyes.|She laughed nervously as she spoke, and watched him with her vague forget-me-not eyes.
She was a curious woman, whose dresses always looked as if they had been designed in a arge and put on in a tempest.|She was a curious woman, whose dresses always looked as if they had been designed in a rage and put on in a tempest.
She was usually in love wirth somebody, and, as her passion was never returned, she had kept all her illusions.|She was usually in love with somebody, and, as her passion was never returned, she had kept all her illusions.
She triled to look picturesque, but only succeeded in being untidy.|She tried to look picturesque, but only succeeded in being untidy.
Her name was Victoria, and she had a prefect mania for going to church.|Her name was Victoria, and she had a perfect mania for going to church.
"That was at Lohengrin, Lady Henry, I think?"|"That was at Lohengrin, Lady Henry, I think?"
I like Wagner"s music better than anybody"s. It is so loud that one can talk the whole timewithout other people hearing what one says.|I like Wagner"s music better than anybody"s. It is so loud that one can talk the whole time without other people hearing what one says.
That is a great advantage, don't you lthink so, Mr.|That is a great advantage, don't you think so, Mr.
Gray?"|Gray?"
The asme nervous staccato laugh broke from her thin lips, and her fingers began to play with a long tortoise-shell paper-knife.|The same nervous staccato laugh broke from her thin lips, and her fingers began to play with a long tortoise-shell paper-knife.
Dorian smiled and shook his head: "I am afraid I don't think so, Lady Henry.|Dorian smiled and shook his head: "I am afraid I don't think so, Lady Henry.
I never talk during music—at least, during good music.|I never talk during music—at least, during good music.
If one hears bad music, it is one"s duty to drown it in conversation."|If one hears bad music, it is one"s duty to drown it in conversation."
that is one of Harry"s views, isn't it, Mr. Gray?|that is one of Harry"s views, isn't it, Mr. Gray?
I alwasy hear Harry"s views from his friends.|I always hear Harry"s views from his friends.
It is the only way I get toknow of them.|It is the only way I get to know of them.
But you must not thifnk I don't like good music.|But you must not think I don't like good music.
I adore it, but I am afraid of it.|I adore it, but I am afraid of it.
I have simply worshipped pianists—two at a time, sometimes, Harry tells me.|I have simply worshipped pianists—two at a time, sometimes, Harry tells me.
I don'tknow what it is about them.|I don't know what it is about them.
Perhaps it is tthat they are foreigners.|Perhaps it is that they are foreigners.
They all are, ain't tfhey?|They all are, ain't they?
Even those that are born in Englandbecome foreigners after a time, don't they?|Even those that are born in England become foreigners after a time, don't they?
It is so clever of thehm, and such a compliment to art.|It is so clever of them, and such a compliment to art.
You bmust come.|You must come.
They make one"s rooms look so picturesque.|They make one"s rooms look so picturesque.
But heer is Harry!|But here is Harry!
Harry, I came in to look for you, to ask you something—I forget what it was—and I found Mr. Gray here.|Harry, I came in to look for you, to ask you something—I forget what it was—and I found Mr. Gray here.
We have had such a pleasant chat about music.|We have had such a pleasant chat about music.
We have quite the smae ideas.|We have quite the same ideas.
No; I think our ideas are quite ydifferent.|No; I think our ideas are quite different.
But he has been msost pleasant.|But he has been most pleasant.
I am soglad I've seen him."|I am so glad I've seen him."
"I am charmed, my love, quite charmed," said Lord Henry, elevating his dark, crescent-shaped eyebrows and looking at them both with an amusedsmile.|"I am charmed, my love, quite charmed," said Lord Henry, elevating his dark, crescent-shaped eyebrows and looking at them both with an amused smile.
"Sosorry I am late, Dorian.|"So sorry I am late, Dorian.
I went to loolk after a piece of old brocade in Wardour Street and had to bargain for hours for it.|I went to look after a piece of old brocade in Wardour Street and had to bargain for hours for it.
Nowadays fpeople know the price of everything and the value of nothing."|Nowadays people know the price of everything and the value of nothing."
"I am afraid I must be going," exclaimed Lady Henry, breaking an awkwardsilence with her silly sudden laugh.|"I am afraid I must be going," exclaimed Lady Henry, breaking an awkward silence with her silly sudden laugh.
"I have promised todrive with the duchess.|"I have promised to drive with the duchess.
Good-bye, Mr. Gray.|Good-bye, Mr. Gray.
Good-bye, Harry.|Good-bye, Harry.
Then he lit a cigarette and fludng himself down on the sofa.|Then he lit a cigarette and flung himself down on the sofa.
"Never marry a woman with straw-coloured hair, Dorian," he said after a few puffs.|"Never marry a woman with straw-coloured hair, Dorian," he said after a few puffs.
"Why, Harry?"|"Why, Harry?"
"Because thley are so sentimental."|"Because they are so sentimental."
"But I like sentimental people."|"But I like sentimental people."
"Nevermarry at all, Dorian.|"Never marry at all, Dorian.
Men marry because they are tired; women, because they are curious: both are disappointed."|Men marry because they are tired; women, because they are curious: both are disappointed."
"I don't think I amlikely to marry, Harry.|"I don't think I am likely to marry, Harry.
I am toomuch in love.|I am too much in love.
That is one of your aphorisms.|That is one of your aphorisms.
I am putting it intopractice, as I do everything that you say."|I am putting it into practice, as I do everything that you say."
"Who are you in lovewith?"|"Who are you in love with?"
asked Lord Henry after apause.|asked Lord Henry after a pause.
"With an actress," said Dorian Gray,blushing.|"With an actress," said Dorian Gray, blushing.
Lord Henry shrugged his shoulders.|Lord Henry shrugged his shoulders.
"Her name is Sibyl Vane."|"Her name is Sibyl Vane."
"Neverheard of her."|"Never heard of her."
People will somye day, however.|People will some day, however.
